Frequency (Hz),Magnitude (dB),Phase (degrees)
55975760.15,-126.4973957,-104.9890588
56104797.6,-126.5187316,-104.9561329
56234132.52,-126.5400617,-104.9232728
56363765.58,-126.5613862,-104.8904781
56493697.48,-126.5827049,-104.857749
56623928.9,-126.604018,-104.8250852
56754460.54,-126.6253255,-104.7924866
56885293.08,-126.6466273,-104.7599533
57016427.23,-126.6679236,-104.7274851
57147863.67,-126.6892142,-104.695082
57279603.1,-126.7104994,-104.6627437
57411646.22,-126.7317789,-104.6304703
57543993.73,-126.753053,-104.5982617
57676646.34,-126.7743217,-104.5661177
57809604.74,-126.7955848,-104.5340383
57942869.64,-126.8168425,-104.5020234
58076441.75,-126.8380948,-104.4700729
58210321.78,-126.8593417,-104.4381867
58344510.43,-126.8805832,-104.4063647
58479008.41,-126.9018194,-104.3746068
58613816.45,-126.9230503,-104.342913
58748935.25,-126.9442758,-104.3112831
58884365.54,-126.965496,-104.2797171
59020108.02,-126.986711,-104.2482148
59156163.42,-127.0079208,-104.2167762
59292532.46,-127.0291253,-104.1854012
59429215.86,-127.0503246,-104.1540897
59566214.35,-127.0715187,-104.1228416
59703528.66,-127.0927077,-104.0916568
59841159.51,-127.1138915,-104.0605353
59979107.63,-127.1350702,-104.0294768
60117373.75,-127.1562438,-103.9984814
60255958.61,-127.1774124,-103.967549
60394862.94,-127.1985759,-103.9366793
60534087.48,-127.2197343,-103.9058725
60673632.96,-127.2408877,-103.8751283
60813500.13,-127.2620362,-103.8444467
60953689.72,-127.2831796,-103.8138276
61094202.49,-127.3043181,-103.7832709
61235039.17,-127.3254517,-103.7527764
61376200.52,-127.3465803,-103.7223442
61517687.27,-127.3677041,-103.6919741
61659500.19,-127.388823,-103.661666
61801640.01,-127.409937,-103.6314199
61944107.51,-127.4310462,-103.6012356
62086903.42,-127.4521506,-103.571113
62230028.52,-127.4732502,-103.5410521
62373483.55,-127.494345,-103.5110527
62517269.28,-127.5154351,-103.4811148
62661386.47,-127.5365204,-103.4512383
62805835.88,-127.557601,-103.421423
62950618.29,-127.5786769,-103.3916689
63095734.45,-127.5997481,-103.361976
63241185.14,-127.6208147,-103.332344
63386971.13,-127.6418766,-103.3027729
63533093.19,-127.6629339,-103.2732626
63679552.09,-127.6839866,-103.2438131
63826348.62,-127.7050347,-103.2144241
63973483.55,-127.7260783,-103.1850957
64120957.66,-127.7471173,-103.1558278
64268771.73,-127.7681518,-103.1266202
64416926.55,-127.7891817,-103.0974728
64565422.9,-127.8102072,-103.0683855
64714261.57,-127.8312282,-103.0393584
64863443.35,-127.8522448,-103.0103912
65012969.03,-127.8732569,-102.9814838
65162839.41,-127.8942646,-102.9526363
65313055.26,-127.915268,-102.9238484
65463617.41,-127.9362669,-102.8951201
65614526.63,-127.9572615,-102.8664513
65765783.74,-127.9782517,-102.8378419
65917389.52,-127.9992376,-102.8092918
66069344.8,-128.0202192,-102.7808009
66221650.37,-128.0411965,-102.7523691
66374307.04,-128.0621695,-102.7239963
66527315.62,-128.0831383,-102.6956825
66680676.92,-128.1041028,-102.6674275
66834391.76,-128.1250632,-102.6392312
66988460.94,-128.1460193,-102.6110936
67142885.29,-128.1669712,-102.5830145
67297665.63,-128.187919,-102.5549939
67452802.77,-128.2088626,-102.5270316
67608297.54,-128.2298021,-102.4991276
67764150.76,-128.2507375,-102.4712817
67920363.26,-128.2716688,-102.4434939
68076935.87,-128.292596,-102.4157641
68233869.41,-128.3135191,-102.3880922
68391164.73,-128.3344382,-102.360478
68548822.65,-128.3553533,-102.3329216
68706844,-128.3762643,-102.3054227
68865229.63,-128.3971714,-102.2779814
69023980.38,-128.4180744,-102.2505974
69183097.09,-128.4389735,-102.2232708
69342580.6,-128.4598687,-102.1960013
69502431.76,-128.4807599,-102.168789
69662651.41,-128.5016472,-102.1416337
69823240.41,-128.5225307,-102.1145354
69984199.6,-128.5434102,-102.0874939
70145529.84,-128.5642859,-102.0605091
70307231.99,-128.5851577,-102.0335809
70469306.9,-128.6060257,-102.0067093
70631755.43,-128.6268899,-101.9798942
70794578.44,-128.6477503,-101.9531354
70957776.8,-128.6686069,-101.9264329
71121351.37,-128.6894597,-101.8997866
71285303.01,-128.7103088,-101.8731963
71449632.61,-128.7311541,-101.846662
71614341.02,-128.7519958,-101.8201836
71779429.13,-128.7728337,-101.793761
71944897.8,-128.7936679,-101.7673941
72110747.92,-128.8144985,-101.7410827
72276980.36,-128.8353254,-101.7148269
72443596.01,-128.8561486,-101.6886265
72610595.74,-128.8769682,-101.6624814
72777980.45,-128.8977842,-101.6363915
72945751.03,-128.9185967,-101.6103567
73113908.35,-128.9394055,-101.584377
73282453.31,-128.9602108,-101.5584522
73451386.82,-128.9810125,-101.5325822
73620709.75,-129.0018107,-101.506767
73790423.01,-129.0226053,-101.4810064
73960527.51,-129.0433965,-101.4553004
74131024.13,-129.0641841,-101.4296488
74301913.79,-129.0849683,-101.4040516
74473197.39,-129.105749,-101.3785087
74644875.84,-129.1265263,-101.35302
74816950.05,-129.1473001,-101.3275853
74989420.93,-129.1680706,-101.3022046
75162289.4,-129.1888376,-101.2768778
75335556.37,-129.2096012,-101.2516048
75509222.77,-129.2303615,-101.2263855
75683289.5,-129.2511184,-101.2012198
75857757.5,-129.2718719,-101.1761076
76032627.69,-129.2926221,-101.1510488
76207901,-129.313369,-101.1260434
76383578.36,-129.3341126,-101.1010911
76559660.69,-129.3548529,-101.076192
76736148.94,-129.3755899,-101.051346
76913044.03,-129.3963237,-101.0265529
77090346.91,-129.4170542,-101.0018126
77268058.51,-129.4377815,-100.9771251
77446179.78,-129.4585055,-100.9524903
77624711.66,-129.4792264,-100.927908
77803655.1,-129.499944,-100.9033782
77983011.05,-129.5206585,-100.8789008
78162780.46,-129.5413698,-100.8544757
78342964.28,-129.562078,-100.8301028
78523563.46,-129.582783,-100.8057819
78704578.97,-129.6034849,-100.7815131
78886011.76,-129.6241837,-100.7572962
79067862.8,-129.6448794,-100.7331311
79250133.05,-129.665572,-100.7090177
79432823.47,-129.6862615,-100.6849559
79615935.04,-129.706948,-100.6609457
79799468.73,-129.7276314,-100.6369869
79983425.5,-129.7483118,-100.6130795
80167806.34,-129.7689892,-100.5892234
80352612.22,-129.7896635,-100.5654183
80537844.12,-129.8103349,-100.5416644
80723503.02,-129.8310033,-100.5179614
80909589.92,-129.8516687,-100.4943094
81096105.79,-129.8723311,-100.4707081
81283051.62,-129.8929907,-100.4471575
81470428.4,-129.9136472,-100.4236575
81658237.14,-129.9343009,-100.400208
81846478.81,-129.9549517,-100.3768089
82035154.43,-129.9755995,-100.3534602
82224264.99,-129.9962445,-100.3301617
82413811.5,-130.0168867,-100.3069133
82603794.96,-130.0375259,-100.283715
82794216.37,-130.0581623,-100.2605666
82985076.75,-130.0787959,-100.2374681
83176377.11,-130.0994267,-100.2144194
83368118.46,-130.1200547,-100.1914203
83560301.82,-130.1406798,-100.1684708
83752928.21,-130.1613022,-100.1455708
83945998.65,-130.1819218,-100.1227203
84139514.16,-130.2025387,-100.099919
84333475.78,-130.2231528,-100.0771669
84527884.52,-130.2437642,-100.054464
84722741.41,-130.2643728,-100.0318101
84918047.5,-130.2849787,-100.0092051
85113803.82,-130.305582,-99.98664899
85310011.4,-130.3261825,-99.96414164
85506671.29,-130.3467804,-99.94168295
85703784.52,-130.3673756,-99.91927283
85901352.15,-130.3879682,-99.89691119
86099375.22,-130.4085581,-99.87459795
86297854.78,-130.4291453,-99.85233301
86496791.88,-130.44973,-99.83011628
86696187.58,-130.4703121,-99.80794767
86896042.93,-130.4908915,-99.78582708
87096359,-130.5114684,-99.76375443
87297136.84,-130.5320427,-99.74172963
87498377.52,-130.5526144,-99.71975258
87700082.11,-130.5731836,-99.6978232
87902251.68,-130.5937502,-99.67594139
88104887.3,-130.6143143,-99.65410706
88307990.04,-130.6348759,-99.63232013
88511560.98,-130.655435,-99.6105805
88715601.2,-130.6759916,-99.58888808
88920111.79,-130.6965457,-99.56724278
89125093.81,-130.7170973,-99.54564452
89330548.37,-130.7376465,-99.5240932
89536476.55,-130.7581932,-99.50258873
89742879.45,-130.7787374,-99.48113103
89949758.15,-130.7992793,-99.45972
90157113.76,-130.8198187,-99.43835555
90364947.37,-130.8403557,-99.4170376
90573260.09,-130.8608902,-99.39576605
90782053.02,-130.8814224,-99.37454082
90991327.26,-130.9019523,-99.35336182
91201083.94,-130.9224797,-99.33222895
91411324.15,-130.9430048,-99.31114213
91622049.01,-130.9635275,-99.29010127
91833259.65,-130.9840479,-99.26910628
92044957.18,-131.004566,-99.24815707
92257142.72,-131.0250818,-99.22725355
92469817.39,-131.0455952,-99.20639564
92682982.34,-131.0661064,-99.18558325
92896638.68,-131.0866152,-99.16481628
93110787.55,-131.1071218,-99.14409465
93325430.08,-131.1276261,-99.12341827
93540567.41,-131.1481282,-99.10278706
93756200.69,-131.168628,-99.08220092
93972331.06,-131.1891255,-99.06165977
94188959.65,-131.2096209,-99.04116352
94406087.63,-131.230114,-99.02071208
94623716.14,-131.2506049,-99.00030537
94841846.33,-131.2710936,-98.97994329
95060479.37,-131.2915801,-98.95962577
95279616.4,-131.3120644,-98.9393527
95499258.6,-131.3325466,-98.91912401
95719407.13,-131.3530266,-98.89893961
95940063.15,-131.3735044,-98.87879941
96161227.84,-131.3939801,-98.85870332
96382902.36,-131.4144537,-98.83865127
96605087.9,-131.4349251,-98.81864315
96827785.63,-131.4553944,-98.79867889
97050996.72,-131.4758617,-98.77875839
97274722.38,-131.4963268,-98.75888158
97498963.77,-131.5167898,-98.73904836
97723722.1,-131.5372508,-98.71925865
97948998.54,-131.5577097,-98.69951237
98174794.3,-131.5781665,-98.67980942
98401110.58,-131.5986213,-98.66014972
98627948.56,-131.619074,-98.64053319
98855309.47,-131.6395247,-98.62095974
99083194.49,-131.6599734,-98.60142929
99311604.84,-131.6804201,-98.58194174
99540541.74,-131.7008647,-98.56249702
99770006.38,-131.7213074,-98.54309504
100000000,-131.741748,-98.52373571
100230523.8,-131.7621867,-98.50441895
100461579,-131.7826234,-98.48514467
100693166.9,-131.8030582,-98.4659128
100925288.6,-131.823491,-98.44672324
101157945.4,-131.8439219,-98.42757591
101391138.6,-131.8643508,-98.40847072
101624869.3,-131.8847778,-98.3894076
101859138.8,-131.9052028,-98.37038645
102093948.4,-131.925626,-98.3514072
102329299.2,-131.9460472,-98.33246976
102565192.6,-131.9664666,-98.31357404
102801629.8,-131.9868841,-98.29471997
103038612,-132.0072997,-98.27590745
103276140.6,-132.0277134,-98.25713641
103514216.7,-132.0481252,-98.23840676
103752841.6,-132.0685353,-98.21971841
103992016.6,-132.0889434,-98.2010713
104231742.9,-132.1093497,-98.18246532
104472021.9,-132.1297542,-98.1639004
104712854.8,-132.1501569,-98.14537646
104954242.9,-132.1705578,-98.12689342
105196187.4,-132.1909568,-98.10845118
105438689.6,-132.2113541,-98.09004967
105681750.9,-132.2317496,-98.07168881
105925372.5,-132.2521433,-98.05336851
106169555.7,-132.2725352,-98.0350887
106414301.8,-132.2929253,-98.01684928
106659612.1,-132.3133137,-97.99865018
106905487.9,-132.3337004,-97.98049132
107151930.5,-132.3540853,-97.96237261
107398941.2,-132.3744684,-97.94429398
107646521.4,-132.3948499,-97.92625533
107894672.2,-132.4152296,-97.9082566
108143395.1,-132.4356076,-97.89029769
108392691.4,-132.4559839,-97.87237854
108642562.4,-132.4763585,-97.85449905
108893009.3,-132.4967314,-97.83665914
109144033.6,-132.5171027,-97.81885874
109395636.6,-132.5374722,-97.80109777
109647819.6,-132.5578401,-97.78337613
109900583.9,-132.5782064,-97.76569377
110153931,-132.5985709,-97.74805058
110407862,-132.6189339,-97.7304465
110662378.4,-132.6392952,-97.71288144
110917481.5,-132.6596549,-97.69535533
111173172.7,-132.6800129,-97.67786808
111429453.4,-132.7003693,-97.66041961
111686324.8,-132.7207242,-97.64300985
111943788.3,-132.7410774,-97.62563871
112201845.4,-132.761429,-97.60830612
112460497.4,-132.7817791,-97.59101199
112719745.6,-132.8021275,-97.57375625
112979591.5,-132.8224744,-97.55653882
113240036.3,-132.8428197,-97.53935962
113501081.6,-132.8631635,-97.52221857
113762728.6,-132.8835057,-97.50511559
114024978.8,-132.9038464,-97.48805061
114287833.5,-132.9241855,-97.47102354
114551294.1,-132.9445231,-97.45403431
114815362.1,-132.9648592,-97.43708284
115080038.9,-132.9851937,-97.42016905
115345325.8,-133.0055268,-97.40329286
115611224.2,-133.0258583,-97.38645419
115877735.6,-133.0461883,-97.36965298
116144861.4,-133.0665169,-97.35288913
116412602.9,-133.0868439,-97.33616258
116680961.7,-133.1071695,-97.31947324
116949939.1,-133.1274936,-97.30282105
117219536.6,-133.1478163,-97.28620591
117489755.5,-133.1681375,-97.26962776
117760597.4,-133.1884572,-97.25308651
118032063.6,-133.2087755,-97.2365821
118304155.6,-133.2290923,-97.22011444
118576874.8,-133.2494077,-97.20368346
118850222.7,-133.2697217,-97.18728908
119124200.8,-133.2900343,-97.17093123
119398810.4,-133.3103455,-97.15460983
119674053.1,-133.3306552,-97.1383248
119949930.3,-133.3509636,-97.12207606
120226443.5,-133.3712705,-97.10586355
120503594,-133.3915761,-97.08968719
120781383.5,-133.4118803,-97.0735469
121059813.4,-133.4321831,-97.0574426
121338885,-133.4524845,-97.04137423
121618600.1,-133.4727846,-97.0253417
121898959.9,-133.4930833,-97.00934494
122179966,-133.5133806,-96.99338388
122461619.9,-133.5336766,-96.97745844
122743923.1,-133.5539713,-96.96156854
123026877.1,-133.5742647,-96.94571412
123310483.3,-133.5945567,-96.92989509
123594743.3,-133.6148474,-96.91411139
123879658.7,-133.6351367,-96.89836294
124165230.8,-133.6554248,-96.88264966
124451461.2,-133.6757116,-96.86697149
124738351.4,-133.695997,-96.85132834
125025903,-133.7162812,-96.83572015
125314117.5,-133.7365641,-96.82014683
125602996.4,-133.7568457,-96.80460833
125892541.2,-133.777126,-96.78910456
126182753.5,-133.797405,-96.77363545
126473634.7,-133.8176828,-96.75820093
126765186.6,-133.8379594,-96.74280092
127057410.5,-133.8582346,-96.72743536
127350308.1,-133.8785087,-96.71210417
127643880.9,-133.8987814,-96.69680727
127938130.4,-133.919053,-96.6815446
128233058.3,-133.9393233,-96.66631608
128528666,-133.9595924,-96.65112165
128824955.2,-133.9798603,-96.63596122
129121927.4,-134.000127,-96.62083473
129419584.1,-134.0203924,-96.6057421
129717927.1,-134.0406567,-96.59068327
130016957.8,-134.0609197,-96.57565815
130316677.8,-134.0811816,-96.56066669
130617088.8,-134.1014422,-96.54570881
130918192.3,-134.1217017,-96.53078444
131219989.9,-134.14196,-96.5158935
131522483.2,-134.1622172,-96.50103593
131825673.9,-134.1824731,-96.48621166
132129563.4,-134.202728,-96.47142061
132434153.5,-134.2229816,-96.45666271
132739445.8,-134.2432341,-96.4419379
133045441.8,-134.2634855,-96.42724611
133352143.2,-134.2837357,-96.41258725
133659551.7,-134.3039848,-96.39796127
133967668.7,-134.3242327,-96.38336809
134276496.1,-134.3444796,-96.36880765
134586035.4,-134.3647253,-96.35427987
134896288.3,-134.3849699,-96.33978468
135207256.3,-134.4052133,-96.32532202
135518941.2,-134.4254557,-96.31089182
135831344.7,-134.445697,-96.296494
136144468.2,-134.4659372,-96.2821285
136458313.7,-134.4861763,-96.26779525
136772882.6,-134.5064143,-96.25349418
137088176.6,-134.5266512,-96.23922522
137404197.5,-134.5468871,-96.2249883
137720946.9,-134.5671218,-96.21078335
138038426.5,-134.5873555,-96.19661032
138356637.9,-134.6075882,-96.18246911
138675582.9,-134.6278198,-96.16835968
138995263.1,-134.6480503,-96.15428195
139315680.3,-134.6682798,-96.14023586
139636836.1,-134.6885083,-96.12622133
139958732.3,-134.7087357,-96.1122383
140281370.5,-134.7289621,-96.09828669
140604752.4,-134.7491874,-96.08436646
140928879.8,-134.7694118,-96.07047752
141253754.5,-134.7896351,-96.05661981
141579378,-134.8098574,-96.04279326
141905752.2,-134.8300787,-96.0289978
142232878.7,-134.850299,-96.01523338
142560759.4,-134.8705182,-96.00149991
142889395.9,-134.8907365,-95.98779735
143218789.9,-134.9109538,-95.97412561
143548943.3,-134.9311701,-95.96048463
143879857.8,-134.9513854,-95.94687435
144211535.2,-134.9715998,-95.93329471
144543977.1,-134.9918131,-95.91974562
144877185.4,-135.0120255,-95.90622704
145211161.8,-135.032237,-95.89273889
145545908.1,-135.0524474,-95.87928111
145881426,-135.072657,-95.86585363
146217717.4,-135.0928655,-95.85245639
146554784.1,-135.1130731,-95.83908932
146892627.8,-135.1332798,-95.82575235
147231250.2,-135.1534855,-95.81244543
147570653.3,-135.1736903,-95.79916849
147910838.8,-135.1938942,-95.78592146
148251808.5,-135.2140971,-95.77270428
148593564.2,-135.2342991,-95.75951688
148936107.8,-135.2545002,-95.7463592
149279441,-135.2747004,-95.73323117
149623565.6,-135.2948997,-95.72013274
149968483.6,-135.3150981,-95.70706383
150314196.6,-135.3352955,-95.69402439
150660706.6,-135.3554921,-95.68101434
151008015.4,-135.3756877,-95.66803364
151356124.8,-135.3958825,-95.6550822
151705036.7,-135.4160764,-95.64215998
152054753,-135.4362694,-95.6292669
152405275.4,-135.4564615,-95.6164029
152756605.8,-135.4766528,-95.60356792
153108746.2,-135.4968432,-95.5907619
153461698.3,-135.5170327,-95.57798477
153815464,-135.5372214,-95.56523647
154170045.3,-135.5574092,-95.55251695
154525444,-135.5775961,-95.53982613
154881661.9,-135.5977822,-95.52716395
155238701,-135.6179674,-95.51453036
155596563.2,-135.6381518,-95.50192528
155955250.3,-135.6583354,-95.48934866
156314764.3,-135.6785181,-95.47680044
156675107,-135.6987,-95.46428056
157036280.4,-135.7188811,-95.45178894
157398286.4,-135.7390613,-95.43932554
157761127,-135.7592408,-95.42689029
158124803.9,-135.7794194,-95.41448312
158489319.2,-135.7995972,-95.40210399
158854674.9,-135.8197741,-95.38975282
159220872.7,-135.8399503,-95.37742955
159587914.7,-135.8601257,-95.36513413
159955802.9,-135.8803003,-95.3528665
160324539.1,-135.900474,-95.34062659
160694125.3,-135.920647,-95.32841434
161064563.5,-135.9408192,-95.3162297
161435855.7,-135.9609906,-95.30407259
161808003.8,-135.9811613,-95.29194297
162181009.7,-136.0013311,-95.27984078
162554875.6,-136.0215002,-95.26776595
162929603.3,-136.0416685,-95.25571841
163305194.8,-136.0618361,-95.24369813
163681652.1,-136.0820029,-95.23170503
164058977.3,-136.1021689,-95.21973905
164437172.3,-136.1223342,-95.20780014
164816239.2,-136.1424987,-95.19588823
165196179.8,-136.1626624,-95.18400327
165576996.3,-136.1828254,-95.1721452
165958690.7,-136.2029877,-95.16031396
166341265,-136.2231493,-95.14850949
166724721.3,-136.2433101,-95.13673173
167109061.4,-136.2634701,-95.12498063
167494287.6,-136.2836295,-95.11325612
167880401.8,-136.3037881,-95.10155815
168267406.1,-136.323946,-95.08988666
168655302.5,-136.3441031,-95.07824159
169044093.2,-136.3642596,-95.06662288
169433780,-136.3844153,-95.05503048
169824365.2,-136.4045703,-95.04346432
170215850.8,-136.4247247,-95.03192436
170608238.9,-136.4448783,-95.02041053
171001531.5,-136.4650312,-95.00892278
171395730.8,-136.4851834,-94.99746104
171790838.7,-136.5053349,-94.98602526
172186857.5,-136.5254858,-94.97461539
172583789.2,-136.5456359,-94.96323137
172981635.9,-136.5657854,-94.95187313
173380399.8,-136.5859342,-94.94054063
173780082.9,-136.6060823,-94.92923381
174180687.3,-136.6262297,-94.91795261
174582215.3,-136.6463764,-94.90669697
174984668.9,-136.6665225,-94.89546685
175388050.2,-136.6866679,-94.88426217
175792361.4,-136.7068127,-94.87308289
176197604.6,-136.7269568,-94.86192895
176603782.1,-136.7471002,-94.8508003
177010895.8,-136.767243,-94.83969688
177418948.1,-136.7873851,-94.82861862
177827941,-136.8075266,-94.81756549
178237876.7,-136.8276675,-94.80653742
178648757.5,-136.8478077,-94.79553436
179060585.4,-136.8679472,-94.78455625
179473362.7,-136.8880861,-94.77360304
179887091.5,-136.9082244,-94.76267467
180301774.1,-136.9283621,-94.75177109
180717412.6,-136.9484991,-94.74089224
181134009.3,-136.9686355,-94.73003808
181551566.3,-136.9887713,-94.71920853
181970085.9,-137.0089064,-94.70840356
182389570.2,-137.029041,-94.6976231
182810021.6,-137.0491749,-94.6868671
183231442.2,-137.0693082,-94.67613551
183653834.3,-137.0894409,-94.66542828
184077200.1,-137.109573,-94.65474535
184501541.9,-137.1297045,-94.64408666
184926861.9,-137.1498354,-94.63345216
185353162.3,-137.1699657,-94.62284181
185780445.5,-137.1900954,-94.61225554
186208713.7,-137.2102246,-94.6016933
186637969.1,-137.2303531,-94.59115505
187068214,-137.250481,-94.58064072
187499450.8,-137.2706084,-94.57015026
187931681.7,-137.2907351,-94.55968363
188364908.9,-137.3108613,-94.54924076
188799134.9,-137.330987,-94.53882161
189234361.9,-137.351112,-94.52842612
189670592.1,-137.3712365,-94.51805424
190107828,-137.3913604,-94.50770593
190546071.8,-137.4114837,-94.49738112
190985325.9,-137.4316065,-94.48707976
191425592.5,-137.4517287,-94.4768018
191866874.1,-137.4718504,-94.4665472
192309172.9,-137.4919715,-94.45631589
192752491.3,-137.512092,-94.44610784
193196831.7,-137.532212,-94.43592298
193642196.4,-137.5523315,-94.42576126
194088587.8,-137.5724504,-94.41562263
194536008.2,-137.5925687,-94.40550705
194984460,-137.6126866,-94.39541446
195433945.6,-137.6328038,-94.3853448
195884467.4,-137.6529206,-94.37529804
196336027.7,-137.6730368,-94.36527412
196788629,-137.6931525,-94.35527298
197242273.6,-137.7132676,-94.34529457
197696964,-137.7333823,-94.33533886
198152702.6,-137.7534964,-94.32540578
198609491.7,-137.77361,-94.31549529
199067333.9,-137.793723,-94.30560733
199526231.5,-137.8138356,-94.29574185
199986187,-137.8339476,-94.28589881
200447202.7,-137.8540591,-94.27607816
200909281.3,-137.8741701,-94.26627985
201372425,-137.8942806,-94.25650381
201836636.4,-137.9143906,-94.24675002
202301917.9,-137.9345001,-94.23701841
202768272,-137.9546091,-94.22730894
203235701.1,-137.9747176,-94.21762156
203704207.8,-137.9948256,-94.20795622
204173794.5,-138.0149331,-94.19831287
204644463.7,-138.0350402,-94.18869146
205116217.9,-138.0551467,-94.17909194
205589059.6,-138.0752527,-94.16951427
206062991.3,-138.0953583,-94.15995839
206538015.6,-138.1154634,-94.15042426
207014134.9,-138.135568,-94.14091183
207491351.7,-138.1556721,-94.13142104
207969668.7,-138.1757757,-94.12195186
208449088.3,-138.1958789,-94.11250423
208929613.1,-138.2159816,-94.10307811
209411245.6,-138.2360838,-94.09367345
209893988.4,-138.2561856,-94.08429019
210377844,-138.2762869,-94.0749283
210862815,-138.2963877,-94.06558772
211348904,-138.3164881,-94.0562684
211836113.5,-138.336588,-94.04697031
212324446.2,-138.3566874,-94.03769339
212813904.6,-138.3767864,-94.02843759
213304491.3,-138.396885,-94.01920287
213796209,-138.4169831,-94.00998919
214289060.1,-138.4370807,-94.00079648
214783047.4,-138.4571779,-93.99162471
215278173.5,-138.4772747,-93.98247384
215774440.9,-138.497371,-93.9733438
216271852.4,-138.5174669,-93.96423456
216770410.5,-138.5375623,-93.95514608
217270117.9,-138.5576573,-93.94607829
217770977.2,-138.5777519,-93.93703117
218272991.2,-138.597846,-93.92800466
218776162.4,-138.6179397,-93.91899871
219280493.5,-138.638033,-93.91001328
219785987.3,-138.6581258,-93.90104833
220292646.3,-138.6782182,-93.8921038
220800473.3,-138.6983102,-93.88317965
221309471,-138.7184018,-93.87427585
221819642,-138.738493,-93.86539233
222330989.1,-138.7585837,-93.85652906
222843514.9,-138.7786741,-93.84768599
223357222.3,-138.798764,-93.83886308
223872113.9,-138.8188535,-93.83006027
224388192.4,-138.8389426,-93.82127753
224905460.6,-138.8590313,-93.81251481
225423921.2,-138.8791195,-93.80377207
225943577,-138.8992074,-93.79504926
226464430.8,-138.9192949,-93.78634633
226986485.2,-138.939382,-93.77766325
227509743.1,-138.9594686,-93.76899996
228034207.2,-138.9795549,-93.76035643
228559880.3,-138.9996408,-93.7517326
229086765.3,-139.0197263,-93.74312844
229614864.8,-139.0398114,-93.7345439
230144181.7,-139.0598961,-93.72597893
230674718.9,-139.0799804,-93.7174335
231206479,-139.1000644,-93.70890756
231739465,-139.1201479,-93.70040106
232273679.6,-139.1402311,-93.69191396
232809125.8,-139.1603139,-93.68344622
233345806.2,-139.1803963,-93.6749978
233883723.9,-139.2004783,-93.66656864
234422881.5,-139.22056,-93.65815872
234963282.1,-139.2406413,-93.64976798
235504928.4,-139.2607222,-93.64139638
236047823.3,-139.2808027,-93.63304388
236591969.7,-139.3008829,-93.62471043
237137370.6,-139.3209627,-93.616396
237684028.7,-139.3410422,-93.60810054
238231946.9,-139.3611213,-93.59982401
238781128.3,-139.3812,-93.59156636
239331575.6,-139.4012783,-93.58332756
239883291.9,-139.4213563,-93.57510755
240436280,-139.441434,-93.56690631
240990542.9,-139.4615113,-93.55872378
241546083.4,-139.4815882,-93.55055993
242102904.7,-139.5016648,-93.54241471
242661009.5,-139.521741,-93.53428807
243220400.9,-139.5418169,-93.52617999
243781081.8,-139.5618924,-93.51809042
244343055.3,-139.5819676,-93.51001931
244906324.2,-139.6020425,-93.50196662
245470891.6,-139.622117,-93.49393232
246036760.4,-139.6421911,-93.48591635
246603933.7,-139.6622649,-93.47791869
247172414.5,-139.6823384,-93.46993929
247742205.8,-139.7024116,-93.4619781
248313310.5,-139.7224844,-93.45403509
248885731.8,-139.7425569,-93.44611022
249459472.7,-139.762629,-93.43820344
250034536.2,-139.7827008,-93.43031471
250610925.3,-139.8027723,-93.422444
251188643.2,-139.8228435,-93.41459126
251767692.8,-139.8429143,-93.40675646
252348077.2,-139.8629848,-93.39893954
252929799.6,-139.883055,-93.39114048
253512863,-139.9031249,-93.38335923
254097270.6,-139.9231944,-93.37559576
254683025.3,-139.9432637,-93.36785001
255270130.3,-139.9633326,-93.36012196
255858588.7,-139.9834012,-93.35241156
256448403.7,-140.0034694,-93.34471877
257039578.3,-140.0235374,-93.33704355
257632115.7,-140.0436051,-93.32938587
258226019.1,-140.0636724,-93.32174567
258821291.5,-140.0837395,-93.31412294
259417936.2,-140.1038062,-93.30651761
260015956.3,-140.1238726,-93.29892967
260615355,-140.1439387,-93.29135906
261216135.4,-140.1640046,-93.28380574
261818300.8,-140.1840701,-93.27626969
262421854.3,-140.2041353,-93.26875085
263026799.2,-140.2242002,-93.2612492
263633138.6,-140.2442648,-93.25376468
264240875.7,-140.2643292,-93.24629727
264850013.9,-140.2843932,-93.23884692
265460556.2,-140.3044569,-93.2314136
266072506,-140.3245204,-93.22399727
266685866.5,-140.3445835,-93.21659789
267300640.9,-140.3646464,-93.20921541
267916832.5,-140.384709,-93.20184981
268534444.6,-140.4047713,-93.19450105
269153480.4,-140.4248333,-93.18716908
269773943.2,-140.444895,-93.17985387
270395836.4,-140.4649564,-93.17255538
271019163.2,-140.4850176,-93.16527357
271643926.9,-140.5050785,-93.15800841
272270130.8,-140.5251391,-93.15075986
272897778.3,-140.5451994,-93.14352788
273526872.6,-140.5652594,-93.13631243
274157417.2,-140.5853192,-93.12911348
274789415.3,-140.6053787,-93.12193099
275422870.3,-140.6254379,-93.11476491
276057785.6,-140.6454969,-93.10761522
276694164.5,-140.6655556,-93.10048188
277332010.5,-140.685614,-93.09336485
277971326.8,-140.7056721,-93.08626409
278612116.9,-140.72573,-93.07917957
279254384.1,-140.7457876,-93.07211125
279898132,-140.765845,-93.06505909
280543363.8,-140.7859021,-93.05802306
281190083,-140.8059589,-93.05100312
281838293.1,-140.8260155,-93.04399923
282487997.5,-140.8460718,-93.03701136
283139199.6,-140.8661278,-93.03003947
283791902.8,-140.8861836,-93.02308353
284446110.7,-140.9062391,-93.0161435
285101826.8,-140.9262944,-93.00921934
